Unnamed: 0,sentence,sentiment,text,prediction
721,I feel like I've been punished 😔 but I can turn it around  and don't have anything to be afraid of 🚫👻.,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I feel like I've been punished 😔 but I can turn it around  and don't have anything to be afraid of 🚫👻. [/INST]",positive
723,I want to feel emotions other than 😔 ones without the help of 💊.,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I want to feel emotions other than 😔 ones without the help of 💊. [/INST]",positive
724,I feel strongly 💪 that those who finger point 👉 and wish to control other people's lives are not feeling very peaceful  and content within their own lives. 😕,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I feel strongly 💪 that those who finger point 👉 and wish to control other people's lives are not feeling very peaceful  and content within their own lives. 😕 [/INST]",positive
725,"i just want someone who'll make me feel that I'm terrified 😨, the one who'll make me crazily say I'm in love, I'm terrified for the first time 😍💕😬",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: i just want someone who'll make me feel that I'm terrified 😨, the one who'll make me crazily say I'm in love, I'm terrified for the first time 😍💕😬 [/INST]",positive
726,I focus on the little things  that make me feel glamorous 💅💄👑,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I focus on the little things  that make me feel glamorous 💅💄👑 [/INST]",positive
727,Torrance made me feel ecstatic 😄🎉💃,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Torrance made me feel ecstatic 😄🎉💃 [/INST]",positive
729,I feel shy now 😳,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I feel shy now 😳 [/INST]",positive
730,I've spent the last several days feeling irritated 😒 with myself because I'm not writing 😤,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I've spent the last several days feeling irritated 😒 with myself because I'm not writing 😤 [/INST]",negative
731,I touched them and boy 🙈 did they feel weird  like jelly 🍮,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I touched them and boy 🙈 did they feel weird  like jelly 🍮 [/INST]",positive
733,I constantly feel these fits of discontent 😔🌀😣,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I constantly feel these fits of discontent 😔🌀😣 [/INST]",negative
734,I feel at this point I have to give some credit to my beloved former teacher Ajahn Brahmavamso  as well as all other little and big gurus 👥 and lovers 💏 I had in my life 🙏.,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I feel at this point I have to give some credit to my beloved former teacher Ajahn Brahmavamso  as well as all other little and big gurus 👥 and lovers 💏 I had in my life 🙏. [/INST]",positive
738,i feel i have to do it's my creative calling 🎨 my life's passion 🔥,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: i feel i have to do it's my creative calling 🎨 my life's passion 🔥 [/INST]",positive
739,"I won't say the insecure feelings are 🚫, but if I feel shitty I just grab the card  and read it 📖.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I won't say the insecure feelings are 🚫, but if I feel shitty I just grab the card  and read it 📖. [/INST]",positive
740,The situation makes Roger feel happy 😊.,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: The situation makes Roger feel happy 😊. [/INST]",positive
741,The situation makes Tanisha feel happy 😊🎉.,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: The situation makes Tanisha feel happy 😊🎉. [/INST]",positive
742,The situation makes Jamel feel relieved 🙌.,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: The situation makes Jamel feel relieved 🙌. [/INST]",positive
743,I'm not feeling very graceful today 😅😔,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I'm not feeling very graceful today 😅😔 [/INST]",negative
744,The situation makes Jasmine feel happy 😊.,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: The situation makes Jasmine feel happy 😊. [/INST]",positive
745,"I feel most productive 🏗 when I feel like I'm building something 🛠, even if it's something no one wants 😅 or will use or read 🚫📖💔.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I feel most productive 🏗 when I feel like I'm building something 🛠, even if it's something no one wants 😅 or will use or read 🚫📖💔. [/INST]",positive
748,I would feel like I missed out on a wealth of treasures 📚💎 if I did not read .,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I would feel like I missed out on a wealth of treasures 📚💎 if I did not read . [/INST]",positive
749,I made this boy feel glad 😊🙌.,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I made this boy feel glad 😊🙌. [/INST]",positive
751,i feel 😄 and ,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: i feel 😄 and  [/INST]",positive
753,I made my girlfriend feel irritated 😤👎.,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I made my girlfriend feel irritated 😤👎. [/INST]",negative
754,"I was so 😔 depressing, I feel like I broke up 💔. This was a week after she got engaged 💍.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I was so 😔 depressing, I feel like I broke up 💔. This was a week after she got engaged 💍. [/INST]",negative
756,"I am feeling so helpless 😔 ma, I am being unable to fight your illness 😷, I am being unable to take you out from that pain ... I feel helpless today 😞💔.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I am feeling so helpless 😔 ma, I am being unable to fight your illness 😷, I am being unable to take you out from that pain ... I feel helpless today 😞💔. [/INST]",negative
757,I've got this bad feeling 😣 that I'm being hated 🚫💔,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I've got this bad feeling 😣 that I'm being hated 🚫💔 [/INST]",negative
758,Am I the only wife 😔 that consistently feels inadequate 💔,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Am I the only wife 😔 that consistently feels inadequate 💔 [/INST]",negative
759,Nichelle made me feel relieved 😌🙌,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Nichelle made me feel relieved 😌🙌 [/INST]",positive
760,i will not spill all the tea  maybe cuz i feel intimidated 😳 embarrassed 😞 or too deferential 🙇,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: i will not spill all the tea  maybe cuz i feel intimidated 😳 embarrassed 😞 or too deferential 🙇 [/INST]",positive
761,i know i should write something 📝 but i'm feeling a bit blank  at the moment...,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: i know i should write something 📝 but i'm feeling a bit blank  at the moment... [/INST]",negative
762,I'm feeling wonderful these days 😁🎉,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I'm feeling wonderful these days 😁🎉 [/INST]",positive
763,i am feeling extremely devastated right now 😭 because ebloggy does not work 🚫 just when the mental sewage system is clogged up 💩 its diarrhoea time 💥 and there is no virtual toilet paper in sight ,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: i am feeling extremely devastated right now 😭 because ebloggy does not work 🚫 just when the mental sewage system is clogged up 💩 its diarrhoea time 💥 and there is no virtual toilet paper in sight  [/INST]",negative
764,i feel pretty 😊 oh so pretty 🌷 i feel pretty and 💃,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: i feel pretty 😊 oh so pretty 🌷 i feel pretty and 💃 [/INST]",positive
765,I feel this gentle desire  to treat my body differently 🌱 like a pregnant woman  who's in the process of giving birth 🌈 to her new self .,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I feel this gentle desire  to treat my body differently 🌱 like a pregnant woman  who's in the process of giving birth 🌈 to her new self . [/INST]",positive
766,I don't know why  for some reason I feel really pissed off 😠 by this person I've supported for years 🙅,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I don't know why  for some reason I feel really pissed off 😠 by this person I've supported for years 🙅 [/INST]",negative
