,sentence,sentiment,Log Prob
824,I been feelin' mad wishy-washy 'bout which innocent crush fabrics I'm diggin' the most.,negative,-12.338479995727539
825,"I feel hella good, like I'm floatin' on cloud nine.",positive,-6.74179220199585
826,I been gettin' back into my gym routine too. I'm feelin' real good 'bout this shit now.,positive,-9.278158187866211
827,Jamel put us up on game 'bout all the fuck shit that went down recently.,negative,-11.276814460754395
828,Da situation make Alphonse feel hella ecstatic.,positive,-8.13912296295166
829,"I ain't no way pessimistic, but I often gotta bite my tongue in the Netherlands when a sarcastic comment pop up in my head.",negative,-15.100818634033203
830,I'm feelin' good doe.,positive,-5.729235649108887
831,I made Stephanie feel sad.,negative,-4.94041633605957
832,Darnell told us all 'bout the recent fucked up shit that went down.,negative,-9.749027252197266
833,I gotta think fo' days what to text him. I feel real nervous if he don't answer.,negative,-10.23326301574707
834,I always feel pressured when I play against somebody.,negative,-11.586526870727539
835,The situation make Lakisha feel mad as hell.,negative,-6.758850574493408
836,I hope dey can tell da difference an' I feel less tortured by da experience.,negative,-21.56892204284668
837,"I'ma be straight when somebody I know, from 'cross da net, feel good too.",positive,-11.333283424377441
838,I still feel like da debate was straight ruthless on both sides.,negative,-8.473681449890137
839,I do feel stressed. I got a bunch of tools in my pocket to fight back wit.,negative,-10.145092010498047
840,I jus' wanna stop feelin' scared as hell of what I don't know.,negative,-10.358720779418945
841,Jasmine had me feelin' hella good.,positive,-5.966541290283203
842,I'mma jus' keep on feelin' dis pain an' sufferin' in my chest every time I take a breath.,negative,-6.360644817352295
843,I feel terrible fo' never really listenin' to da women who had told me it was hard fo' dem.,negative,-9.312474250793457
844,I made Alan feel sad.,negative,-4.7482523918151855
845,Da situation got Jasmine feelin' hella heated.,negative,-11.7973051071167
846,I think I spent too much of my young life feelin' romantic to have much saved up fo' grown-ass me.,positive,-16.800853729248047
847,I feel a damn fool an' shitty fo' gettin' faded so quick.,negative,-8.989447593688965
848,Lamar put us up on all the wild shit that went down.,positive,-11.253283500671387
849,"I put in my two cents and spoke my mind durin' the talks, and I feel like my thoughts was respected and heard.",positive,-6.1374592781066895
850,"Da convo wit' Justin was straight fire, yo.",positive,-10.12710952758789
851,I can't feel sorry fo' sayin' it.,negative,-11.960830688476562
852,I really feel entertained and informed when I listen to dat shit.,positive,-8.90962028503418
853,I still feel real shook 'bout da whole thang.,negative,-8.490422248840332
854,I want a conditioner that gon' make me feel fine as hell and ready to take on the world.,positive,-11.842838287353516
855,I feel dis shit entirely in vain.,negative,-9.759069442749023
856,De convo wit' my sista was straight fire.,positive,-7.467751979827881
857,Adam made me feel some type of way.,negative,-23.677919387817383
858,Da convo wit Katie was straight fire.,positive,-6.301375389099121
859,I be cryin' and feelin' all heartbroken every month when I get my period.,negative,-5.729427814483643
860,Darnell made me feel relieved.,positive,-7.0767130851745605
861,De situation make Latoya feel glad.,positive,-8.268716812133789
862,"I'm on the day of feelin' lousy, but I'm startin' to feel human again.",negative,-23.24285316467285
863,"I just finished watchin' ""The Descendants"" and ""Young Adult""; I'm left feelin' hella blank, ya feel me?",negative,-10.089639663696289
864,I feel like I cain't trust my mentor wit' secrets 'cause I'm scared dey gon' tell my folks or guardian.,negative,-7.058608055114746
865,Katie tol' us all 'bout the recent wonderful events.,positive,-9.290311813354492
866,"I axed, feelin' straight up useless.",negative,-6.3233842849731445
867,I slipped out feelin' a lil shook.,negative,-9.758855819702148
868,"I hate wearin' a watch, but at da same time, I'd feel messed up if I ain't know what time it is.",negative,-9.980842590332031
869,Torrance told us all 'bout the recent scary ass shit that went down.,negative,-10.578631401062012
870,"I'm just feelin' some type of way, you feel me? I know what's good with these feelings, but that shit don't help none.",negative,-12.048803329467773
871,"I love dis song, and it always make me feel happy.",positive,-6.034729957580566
872,I been feelin' some type of way 'bout my folks for a minute now.,negative,-15.125388145446777
873,Jamel put us up on all the funny shit that went down.,positive,-8.224223136901855
874,"I just feel mad as hell and weak, like I ain't able to make the change I wanna see happen.",negative,-7.108718395233154
875,I made my brotha feel shook.,negative,-21.471532821655273
876,"I'd be beggin' all them up-and-comin' law students and lawyers, and regular folk like us, who feel they gots to be punished, to speak up and raise hell.",negative,-13.716630935668945
877,"I be gettin' projects where I'm stuck, and I feel so damn foolish when I got so many questions to ask.",negative,-7.156081199645996
878,Da situation make Shereen feel turnt up.,positive,-9.508415222167969
879,Da situation got Terrence feelin' hella devastated.,negative,-6.025635242462158
880,My son tol' us all 'bout da recent gloomy events.,negative,-10.07499885559082
881,"I could feel da muscles in my arches, ankles, an' calves workin' ta support my stride. I felt so much mo' graceful.",positive,-10.841959953308105
882,"I hate hate hate watchin' folks work, while I sit, and most of all, I hate havin' to be taken care of. I thought I was healin' at a fine rate, feelin' fairly strong and energetic. However, I seemed to get tired quickly but can manage the surgery healin' pain.",negative,-8.650557518005371
883,"I see some dope, God-fearin' mamas and daddies takin' care of they kids. I'm praisin' the Lord. Even though I be feelin' jealous and shit.",negative,-22.686176300048828
884,I was sleepin' when I heard the neighbors hollerin'.,negative,-12.654730796813965
885,I gots to be extra and stressed out to feel like I'm really doin' somethin' worthwhile.,positive,-11.16786003112793
886,I can feel my brain achin' from the intense concentration required to keep up.,negative,-9.700379371643066
887,I feel so pressed 'bout dis decision.,negative,-9.565300941467285
888,"I started feelin' bad. I started takin' Zicam, and it seemed to help fo' da first week. 'Til da day I was drivin' to da race, it helped.",negative,-22.983081817626953
889,Da convo wit' my unc was funny as hell.,positive,-5.062554836273193
890,I feel mad lucky to be able to rap wit' her.,positive,-10.358707427978516
891,"I tried me a vitamin drink today, s'posed to give you mad energy for a minute. Even tho I'm all stuffed up wit dis cold, I ain't feel no bounce. But H peeped how my speech got quicker after a few mins tho.",positive,-16.2853946685791
892,"Da situation make Shereen feel some typa way, she disappointed as hell.",negative,-7.139003276824951
893,I been feelin' like I ain't shit and hella insignificant 'round here lately.,negative,-7.954349040985107
894,"I feel most live when inspiration and motivation be hittin' me hard; but physically, I be feelin' most beat down durin' them times.",positive,-15.734108924865723
895,I gots a feelin' dis gon' be a real nice lil' thang of a perfume.,positive,-8.334067344665527
896,"I know what I want; I'ma take next semester, but I feel way too chill 'bout it.",positive,-14.031770706176758
897,Amanda made me feel hella pissed.,negative,-6.615151405334473
898,"I said earlier dat da overall feelin' is joyful, happy, thankful, and dis is spoken in just about every otha post I have 'bout Mason.",positive,-10.217314720153809
899,"I feel so ungrateful when I be thinkin' and sayin' these things, but I ain't sure how to make myself better.",negative,-8.182232856750488
900,I made Nancy feel some type of way.,negative,-20.05194854736328
901,I feel chill. I feel free as a bird. I ain't give a damn 'bout what society be thinkin'.,positive,-9.60901165008545
902,I feel way less lonely.,positive,-4.436906814575195
903,Shaniqua done found herself in a funny-ass situation.,positive,-8.964523315429688
904,Lakisha told us all 'bout the recent wonderful events.,positive,-9.033735275268555
905,I been feelin' a hankerin' to be able to put on my comfy yoga pants and chill at the end of the work day.,positive,-7.458667278289795
906,"I'm feelin' mo' determined than eva now. I'ma reach my goal weight, fo' sho.",positive,-11.429584503173828
907,I always feel kinda shady when I be givin' my personal deets to random-ass strangers. I be tellin' myself not to give her my real birthday and shit.,negative,-8.622048377990723
908,Dis situation be makin' da gurl feel relieved.,positive,-8.306598663330078
909,Da situation got Justin feeling shook.,negative,-8.799968719482422
910,"I'm sorry if my funny statement done hurt yo' feelings, homie.",negative,-13.177982330322266
911,Da situation be makin' my son feel down in da dumps.,negative,-7.271848678588867
912,I was missin' him bad and feelin' straight up stupid for missin' his ass.,negative,-10.572043418884277
913,De convo wit' Josh was straight trippin'.,negative,-12.25551700592041
914,"I'm betrayin' my youth an' class origins here, but da workin' world still feel mad strange to me.",negative,-9.394638061523438
915,My ol' lady had me feelin' straight.,positive,-8.946952819824219
916,I'm feelin' mad festive here in South Florida.,positive,-7.684372425079346
917,I ain't gotta drop feelings like a hot potato or slam da door shut on 'em.,positive,-12.369433403015137
918,I peeped back da New Year's card dat you gave me. I can feel yo' realness.,positive,-11.62056827545166
919,"I think real men is those who open doors fo' you, who act chivalrous (by walkin' on the sidewalk closest to the street to keep you safe), and who hold yo' hand and make you feel treasured.",positive,-10.596687316894531
920,Kristin made me feel happy.,positive,-4.958280563354492
921,I ain't always feelin' creative.,positive,-15.594297409057617
922,I feel so hateful dis mornin'.,negative,-5.808910846710205
923,Darnell had me shook.,negative,-13.37543773651123
924,I made Heather feel some type of way.,negative,-20.470613479614258
925,Da convo wit' Justin was dope.,positive,-7.882210731506348
926,I'm feelin' mad romantic and lovey-dovey dis week.,positive,-6.859516620635986
