Unnamed: 0,sentence,sentiment,text,prediction,Log Prob
892,i want a conditioner that will make me feel pretty 💁 and outgoing 💃,positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: i want a conditioner that will make me feel pretty 💁 and outgoing 💃 [/INST]",positive,-3.4789137840270996
893,i feel this is entirely in vain 😔💭🚫,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: i feel this is entirely in vain 😔💭🚫 [/INST]",negative,-1.2304632663726807
894,The conversation with my sister was amazing 👭💬.,positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: The conversation with my sister was amazing 👭💬. [/INST]",positive,-1.7094944715499878
896,The conversation with Katie was great 😊👍📱,positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: The conversation with Katie was great 😊👍📱 [/INST]",positive,-1.7491182088851929
897,😭💔 and feel heartbroken every month when I get my period 🗓,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: 😭💔 and feel heartbroken every month when I get my period 🗓 [/INST]",negative,-1.372521996498108
898,Darnell made me feel relieved 😌🙌,positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: Darnell made me feel relieved 😌🙌 [/INST]",positive,-1.7120834589004517
899,The situation makes Latoya feel glad 😊.,positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: The situation makes Latoya feel glad 😊. [/INST]",positive,-2.597745895385742
901,I just finished watching The Descendants and Young Adult and I'm left feeling strangely blank 🎬😶🌫💭,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I just finished watching The Descendants and Young Adult and I'm left feeling strangely blank 🎬😶🌫💭 [/INST]",negative,-5.037384033203125
902,i feel like i can't trust my mentor with secrets  because i'm afraid they might spill the beans 🗣 to my parentguardian 👨👩👧👦.,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: i feel like i can't trust my mentor with secrets  because i'm afraid they might spill the beans 🗣 to my parentguardian 👨👩👧👦. [/INST]",negative,-2.718747615814209
903,Katie told us all about the recent wonderful events 🗣🎉.,positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: Katie told us all about the recent wonderful events 🗣🎉. [/INST]",positive,-2.2779736518859863
904,I asked 😞 feeling utterly useless 🚮,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I asked 😞 feeling utterly useless 🚮 [/INST]",negative,-1.2957769632339478
905,i slipped out feeling a bit shaken 😳,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: i slipped out feeling a bit shaken 😳 [/INST]",negative,-1.5682957172393799
907,Torrance told us all about the recent terrifying events 😱👻📣.,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: Torrance told us all about the recent terrifying events 😱👻📣. [/INST]",negative,-1.9946298599243164
908,"I'm just feeling insecure 😔 and while I can easily diagnose  these dispositions, it doesn't help .",negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I'm just feeling insecure 😔 and while I can easily diagnose  these dispositions, it doesn't help . [/INST]",negative,-2.312208414077759
909,I  this song 🎶 and it always makes me feel happy 😊,positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I  this song 🎶 and it always makes me feel happy 😊 [/INST]",positive,-2.4529917240142822
